GeneName;baseMean;log2FC;pval;padj
Zbtb49;11.05918801;-0.000600911;0.938301322;0.99995239
6530402F18Rik;1.195587893;0.186484641;0.938405631;0.99995239
Rprm;1.195587893;0.186484641;0.938405631;0.99995239
Gm45847;1.195587893;0.186484641;0.938405631;0.99995239
Gm16350;1.195587893;0.186484641;0.938405631;0.99995239
Kdm4d;1.195587893;0.186484641;0.938405631;0.99995239
Gm47113;1.195587893;0.186484641;0.938405631;0.99995239
Hspb9;1.195587893;0.186484641;0.938405631;0.99995239
Gm7809;1.195587893;0.186484641;0.938405631;0.99995239
Icosl;1.673823051;-0.076549764;0.938426046;0.99995239
5730455P16Rik;49.55711818;0.068999868;0.938455537;0.99995239
Ier5l;17.81425961;0.083660082;0.938478686;0.99995239
Tex261;84.34872588;0.029854117;0.938550154;0.99995239
Sh3yl1;8.488674043;-0.007128364;0.938584618;0.99995239
Fam136a;12.67323167;0.090347544;0.938601183;0.99995239
Ogdhl;9.325585569;0.097479635;0.938611501;0.99995239
Cln8;69.34409782;0.06546924;0.938859846;0.99995239
Ranbp2;539.0308017;0.05356043;0.938911538;0.99995239
Creld1;97.20129573;0.031125753;0.938943714;0.99995239
Zfp580;3.526984286;0.128270027;0.938944068;0.99995239
Nim1k;3.526984286;0.128270027;0.938944068;0.99995239
Ralgds;19.84675903;0.011935177;0.939030657;0.99995239
Gas6;122.6673179;0.060825923;0.939052157;0.99995239
Rsg1;2.092278813;0.151719223;0.939176953;0.99995239
Klhl36;2.092278813;0.151719223;0.939176953;0.99995239
Hspbap1;27.55830094;0.0173418;0.939210558;0.99995239
Wrap53;15.06440746;0.006866244;0.939232187;0.99995239
09-mars;3.048749128;0.133667943;0.939411374;0.99995239
6230400D17Rik;3.048749128;0.133667943;0.939411374;0.99995239
Pyroxd2;3.048749128;0.133667943;0.939411374;0.99995239
Jarid2;19.78697964;0.012194447;0.939570339;0.99995239
Zfp212;20.56411177;0.012885319;0.939614444;0.99995239
G530011O06Rik;7.532203728;-0.009435569;0.939699069;0.99995239
Slc35b2;63.9041729;0.065975242;0.939701752;0.99995239
A430005L14Rik;11.05918801;0.092508493;0.939767321;0.99995239
Lyrm2;5.738821888;-0.017656075;0.93976895;0.99995239
Dhx36;131.6940065;0.060179606;0.939783352;0.99995239
Nsl1;19.66742085;0.081142715;0.939807118;0.99995239
Itgb3bp;19.66742085;0.081142715;0.939807118;0.99995239
Pum1;123.3846706;0.033108823;0.939840276;0.99995239
Shcbp1;57.74689525;0.066915318;0.939846955;0.99995239
Tmem39a;53.44277884;0.067686446;0.939895728;0.99995239
Akap7;8.847350411;0.097701162;0.939939614;0.99995239
Jup;97.02195755;0.06232687;0.939941809;0.99995239
Pigm;41.72601748;0.023261469;0.940121267;0.99995239
2210408I21Rik;4.782351574;-0.023438428;0.940150479;0.99995239
Hp1bp3;233.0200804;0.036933167;0.940224217;0.99995239
Atg10;7.771321307;0.100754767;0.940295225;0.99995239
Tex10;55.35571946;0.067172282;0.94034627;0.99995239
Map3k8;6.695292203;0.10478;0.94039958;0.99995239
Fam210b;9.98315891;0.094334795;0.940461361;0.99995239
Ralgapb;133.8460647;0.03381318;0.940535357;0.99995239
Tbc1d17;23.5530815;0.015643934;0.940587166;0.99995239
9130024F11Rik;2.749852155;-0.045522869;0.940592735;0.99995239
Gm37352;1.554264261;-0.076549764;0.940661645;0.99995239
Bcl7a;12.49389349;0.003993663;0.940713977;0.99995239
C130083M11Rik;11.11896741;0.091650557;0.940747577;0.99995239
Mrpl30;28.87344763;0.018798112;0.940825688;0.99995239
Chaf1a;140.8402538;0.034209367;0.940844673;0.99995239
Tst;3.766101864;-0.031461875;0.940910455;0.99995239
Gm26799;1.673823051;0.160489433;0.940953901;0.99995239
Phospho1;1.673823051;0.160489433;0.940953901;0.99995239
Kctd3;28.0963155;0.018476843;0.940962952;0.99995239
Ccdc88a;107.3040134;0.061319045;0.940971224;0.99995239
Dbndd1;4.722572179;-0.022778508;0.94107535;0.99995239
Pbx2;54.81770491;0.026652226;0.941179561;0.99995239
Ogg1;17.45558324;0.082353831;0.941272728;0.99995239
Naa38;7.412644939;-0.008378262;0.941288802;0.99995239
Hdac4;28.69410944;0.074551363;0.941349333;0.99995239
Cmc4;3.108528523;0.129901113;0.941510274;0.99995239
Rap1gds1;103.6574704;0.061407508;0.941625225;0.99995239
Gm45380;2.69007276;-0.044840905;0.941666793;0.99995239
Sipa1l1;281.2620519;0.038054472;0.941707729;0.99995239
Nav3;13.4503638;0.086948968;0.941721975;0.99995239
Elmod2;32.34065252;0.072784142;0.941729103;0.99995239
Gm4430;1.494484867;-0.076549764;0.941811892;0.99995239
Gm15767;1.494484867;-0.076549764;0.941811892;0.99995239
Kcnj14;1.494484867;-0.076549764;0.941811892;0.99995239
Rsad2;1.494484867;-0.076549764;0.941811892;0.99995239
Cyp2t4;2.152058208;0.145842657;0.941826636;0.99995239
Nol3;2.152058208;0.145842657;0.941826636;0.99995239
Plxdc2;29.94947673;0.073724515;0.941878551;0.99995239
Hspb1;29.94947673;0.073724515;0.941878551;0.99995239
G630016G05Rik;2.630293365;0.136443959;0.941890093;0.99995239
Gm43379;2.630293365;0.136443959;0.941890093;0.99995239
Dus1l;26.960507;0.075133405;0.941945555;0.99995239
Erlec1;70.6592445;0.029318871;0.941989774;0.99995239
Desi2;56.1328516;0.027179347;0.942021644;0.99995239
Ints2;53.20366126;0.026655518;0.942059856;0.99995239
Gm3055;1.255367288;0.174989003;0.942190522;0.99995239
Foxn1;1.255367288;0.174989003;0.942190522;0.99995239
Gm4787;1.255367288;0.174989003;0.942190522;0.99995239
Rnaset2b;1.255367288;0.174989003;0.942190522;0.99995239
Morc3;124.8791555;0.033765177;0.942348456;0.99995239
Thap3;6.456174624;-0.011258304;0.942379013;0.99995239
Dcaf15;54.57858733;0.027088512;0.942566499;0.99995239
Exoc8;44.29653145;0.024931553;0.942643981;0.99995239
Sptb;2.630293365;-0.044128287;0.942757721;0.99995239
Tle3;79.14791854;0.030521095;0.942791204;0.99995239
Plpp2;20.98256753;0.015017475;0.942800987;0.99995239
Fam13c;19.42830327;0.013782555;0.942839893;0.99995239
Gmpr2;7.352865544;0.099876803;0.942875677;0.99995239
5930420M18Rik;3.646543075;-0.030007179;0.942917584;0.99995239
Smdt1;30.66682947;0.072920062;0.942955809;0.99995239
Rwdd4a;70.6592445;0.064057284;0.942979731;0.99995239
Hoxa6;1.434705472;-0.076549764;0.942985509;0.99995239
Rab11b-ps2;1.434705472;-0.076549764;0.942985509;0.99995239
Gm8783;1.434705472;-0.076549764;0.942985509;0.99995239
Ppm1b;103.4183528;0.032627184;0.94299743;0.99995239
Nipa1;6.27683644;0.104022481;0.943050147;0.99995239
Baiap2;48.36153029;0.067585364;0.943097838;0.99995239
Snapin;27.08006579;0.074497585;0.943131032;0.99995239
Scml2;8.129997675;-0.004141269;0.943182236;0.99995239
Snhg20;6.39639523;-0.010661829;0.943227407;0.99995239
Mmadhc;45.67145753;0.025501507;0.943265598;0.99995239
Tollip;61.99123227;0.065121393;0.943270332;0.99995239
Bola3;10.16249709;0.091488127;0.943555731;0.99995239
Kctd11;10.58095286;0.002739145;0.943852405;0.99995239
Gnat2;2.570513971;-0.043382901;0.943866263;0.99995239
Cntln;63.06726138;0.028899534;0.943887943;0.99995239
Dennd2c;13.80904017;0.008339133;0.943937955;0.99995239
Susd4;1.733602445;0.152932082;0.943974706;0.99995239
Inpp5e;32.22109373;0.021736281;0.943993435;0.99995239
Ntn4;9.744041331;0.000986836;0.943996961;0.99995239
Trim26;59.4207183;0.028394332;0.944009617;0.99995239
Zfp759;4.722572179;0.111522584;0.944042683;0.99995239
Ano6;90.92445929;0.06172961;0.944108018;0.99995239
Adprhl2;20.62389116;0.077960185;0.944111414;0.99995239
Rabggtb;62.29012925;0.028881236;0.944177734;0.99995239
B3gat2;1.374926077;-0.076549764;0.944183969;0.99995239
Gm10704;1.374926077;-0.076549764;0.944183969;0.99995239
Pzp;1.374926077;-0.076549764;0.944183969;0.99995239
Sult6b1;1.374926077;-0.076549764;0.944183969;0.99995239
Spata24;1.374926077;-0.076549764;0.944183969;0.99995239
mt-Tw;1.374926077;-0.076549764;0.944183969;0.99995239
Pex16;5.439924915;-0.014488796;0.944197846;0.99995239
Pcdhgc4;5.260586731;0.107874807;0.944309161;0.99995239
Gm13889;2.211837603;0.140261625;0.944400024;0.99995239
2810455O05Rik;2.211837603;0.140261625;0.944400024;0.99995239
Ercc3;61.51299712;0.028862475;0.944468987;0.99995239
Adk;79.50659491;0.031062599;0.944550438;0.99995239
Ublcp1;46.92682482;0.026290213;0.944602014;0.99995239
Pms2;38.1392538;0.069561995;0.944620675;0.99995239
3110039M20Rik;13.09168743;0.085301115;0.944879967;0.99995239
Ndufb2;26.84094821;0.019769196;0.944902707;0.99995239
Trim36;3.526984286;-0.028455476;0.944975858;0.99995239
Sdcbp;274.2080834;0.055309999;0.944981933;0.99995239
Olfm2;2.510734576;-0.042602433;0.944993211;0.99995239
Kif9;2.510734576;-0.042602433;0.944993211;0.99995239
Nrg1;102.9401176;0.033115595;0.945068845;0.99995239
Ap3m2;15.42308382;0.082147982;0.945113713;0.99995239
4930473A02Rik;1.315146683;-0.076549764;0.945408908;0.99995239
Gm25777;1.315146683;-0.076549764;0.945408908;0.99995239
Celf2;129.7212864;0.034727763;0.94553643;0.99995239
Eef2k;7.950659491;-0.002549183;0.945546573;0.99995239
Garem2;8.787571017;-9.7704E-05;0.945567788;0.99995239
Gm5141;10.28205588;0.089642518;0.945588404;0.99995239
Nr2f2;61.75211469;0.064377728;0.945692589;0.99995239
Gm43860;6.39639523;0.100846486;0.945731804;0.99995239
Batf3;1.315146683;0.164458335;0.945787583;0.99995239
Gm44667;1.315146683;0.164458335;0.945787583;0.99995239
Gm6421;1.315146683;0.164458335;0.945787583;0.99995239
Mroh4;4.423675206;-0.019216589;0.945845183;0.99995239
Rbmx2;21.40102329;0.017063286;0.945917208;0.99995239
Thumpd3;41.36734111;0.068137945;0.945958465;0.99995239
Lrrc40;70.59946511;0.030539941;0.946026076;0.99995239
Il1r1;121.8304063;0.034455329;0.946038622;0.99995239
Gm42572;2.450955181;-0.041784346;0.946139418;0.99995239
Gm15122;2.450955181;-0.041784346;0.946139418;0.99995239
E2f6;37.12300409;0.024379144;0.946172079;0.99995239
Dnajc14;93.85364963;0.060953759;0.946187674;0.99995239
4632427E13Rik;7.053968571;-0.004996503;0.946191973;0.99995239
Ada;15.96109838;0.012501423;0.946192761;0.99995239
Chsy1;37.72079804;0.069037267;0.946202456;0.99995239
Insr;80.64240341;0.062022818;0.946317143;0.99995239
Rnf123;26.66161002;0.020395792;0.946347745;0.99995239
Kcnab2;43.6987375;0.026271483;0.946490138;0.99995239
Tldc1;13.56992259;0.009791084;0.946501179;0.99995239
Ercc1;9.206026779;0.091291922;0.946511188;0.99995239
Zc2hc1a;65.63777535;0.063579229;0.946572551;0.99995239
Gm37127;1.255367288;-0.076549764;0.946662152;0.99995239
Gm29017;1.255367288;-0.076549764;0.946662152;0.99995239
4930412L05Rik;1.255367288;-0.076549764;0.946662152;0.99995239
Gm22270;1.255367288;-0.076549764;0.946662152;0.99995239
Apol10b;1.255367288;-0.076549764;0.946662152;0.99995239
Gm15760;6.157277651;-0.008162789;0.946688962;0.99995239
Tcf12;197.3915612;0.037246029;0.946700046;0.99995239
Fkbp8;133.9656235;0.058552244;0.946707327;0.99995239
Sh3bp5l;25.64536031;0.073434161;0.946793949;0.99995239
Sel1l;181.3706834;0.056884583;0.946872015;0.99995239
Gpr180;16.14043656;0.080254315;0.946882209;0.99995239
Hsd11b2;2.271616997;0.134954341;0.946901497;0.99995239
Tmub1;8.668012227;0.0922693;0.946945608;0.99995239
E230014E18Rik;4.304116416;0.111077239;0.946947087;0.99995239
Rnf8;5.260586731;-0.012419427;0.946952263;0.99995239
Slc26a6;9.504923753;0.002884703;0.946953315;0.99995239
mt-Co2;29.29190339;0.071620684;0.947037959;0.99995239
Itga8;5.918160072;0.101448538;0.947209789;0.99995239
Fancb;17.9338184;0.078335838;0.947245438;0.99995239
Chst2;16.61867172;0.013962528;0.947413215;0.99995239
Zfp961;22.71616997;0.074693816;0.94753584;0.99995239
Slc17a5;22.71616997;0.074693816;0.94753584;0.99995239
Arhgef7;92.23960598;0.060698739;0.947620034;0.99995239
Dscc1;9.445144358;0.00337378;0.947702583;0.99995239
Smim19;11.05918801;0.006778619;0.94780704;0.99995239
Sema4g;17.39580385;0.078424896;0.947893913;0.99995239
Slc44a3;1.195587893;-0.076549764;0.947945744;0.99995239
Trim14;1.195587893;-0.076549764;0.947945744;0.99995239
Gm20492;1.195587893;-0.076549764;0.947945744;0.99995239
Asb7;26.36271305;0.072506045;0.94794783;0.99995239
Pfdn5;42.74226719;0.026613305;0.947951161;0.99995239
Pdzd7;15.00462806;0.012602613;0.947979911;0.99995239
Rffl;15.78176019;0.013482436;0.948010769;0.99995239
Ehmt2;253.2852952;0.05515363;0.948102017;0.99995239
Slain2;92.29938537;0.033165884;0.948170559;0.99995239
Bard1;31.86241736;0.070029657;0.948328963;0.99995239
Cep85l;13.33080501;0.082552268;0.948378865;0.99995239
Ttc13;204.9835443;0.056011247;0.94845971;0.99995239
Gm19426;2.331396392;-0.040023888;0.948493346;0.99995239
9330104G04Rik;2.331396392;-0.040023888;0.948493346;0.99995239
Gm20735;2.331396392;-0.040023888;0.948493346;0.99995239
Zfp507;48.48108908;0.028076456;0.948552945;0.99995239
D6Wsu163e;21.10212632;0.018346576;0.94859157;0.99995239
Fam114a2;54.9970431;0.0292449;0.948597106;0.99995239
Slc7a6os;56.61108675;0.064135617;0.948720204;0.99995239
C030006K11Rik;11.77654075;0.008757548;0.948779137;0.99995239
Trp53bp2;37.42190106;0.068059616;0.948786438;0.99995239
Gpr85;7.651762518;0.093375237;0.948925268;0.99995239
Tpt1-ps3;7.651762518;0.093375237;0.948925268;0.99995239
Timeless;168.0398784;0.036912598;0.949122316;0.99995239
C130046K22Rik;1.374926077;0.154775782;0.949214761;0.99995239
Gm45235;3.287866707;-0.025019464;0.949260324;0.99995239
Gm10575;1.135808499;-0.076549764;0.949261987;0.99995239
4930594M22Rik;1.135808499;-0.076549764;0.949261987;0.99995239
Bco2;1.135808499;-0.076549764;0.949261987;0.99995239
Slc6a7;1.135808499;-0.076549764;0.949261987;0.99995239
Mfhas1;95.10901692;0.060046689;0.949326442;0.99995239
Ikbip;165.3498057;0.056870165;0.949343028;0.99995239
Add1;236.1286089;0.038534065;0.949473989;0.99995239
2610306M01Rik;3.347646102;0.116095313;0.949506506;0.99995239
Ppil1;54.10035218;0.029454216;0.949619469;0.99995239
Ing3;33.23734344;0.068951763;0.949691751;0.99995239
Gm10076;1.853161235;0.139178927;0.949699575;0.99995239
Slc45a3;2.271616997;-0.039075059;0.949703119;0.99995239
Gm13033;2.271616997;-0.039075059;0.949703119;0.99995239
Rad51ap1;26.54205123;0.071548875;0.949728609;0.99995239
Ints5;54.27969036;0.064128007;0.949808054;0.99995239
Ildr2;258.1872056;0.038953148;0.949811774;0.99995239
Ndufb4;36.50846767;0.025548423;0.949823192;0.99995239
Yae1d1;29.59080036;0.070197604;0.949840112;0.99995239
Selenom;15.78176019;0.078728461;0.949887011;0.99995239
St3gal6;6.037718862;0.098128767;0.94994878;0.99995239
Nenf;9.265806174;0.004877835;0.949975687;0.99995239
Atr;42.50314961;0.06629333;0.949987591;0.99995239
Pex26;9.98315891;0.086640403;0.950169681;0.99995239
Efna4;8.847350411;0.089036301;0.950241744;0.99995239
Tmco6;8.428894649;0.003067404;0.950247547;0.99995239
Nbas;46.0301339;0.028222557;0.950256106;0.99995239
Ebf3;5.918160072;-0.005466666;0.950265967;0.99995239
Eef1akmt4;4.961689758;0.102999656;0.95027188;0.99995239
Dsn1;41.30756172;0.066447582;0.950302353;0.99995239
C4a;3.228087312;-0.024082345;0.950369399;0.99995239
Mydgf;53.74167581;0.064014177;0.950387456;0.99995239
Ccdc115;13.21124622;0.012064623;0.95042312;0.99995239
Nadk2;257.948088;0.054709305;0.950443189;0.99995239
Rgs3;6.755071598;-0.001910964;0.950443394;0.99995239
Gm20604;6.755071598;-0.001910964;0.950443394;0.99995239
Gpsm2;56.25241038;0.063599502;0.950474312;0.99995239
Gm9442;1.076029104;-0.076549764;0.950613493;0.99995239
4932442E05Rik;1.076029104;-0.076549764;0.950613493;0.99995239
Sh3bgrl3;10.82007044;0.008566849;0.950656893;0.99995239
Ube2v2;60.37718862;0.030773499;0.950791224;0.99995239
Pggt1b;83.21291738;0.033175837;0.950820213;0.99995239
Naa10;11.59720257;0.010037921;0.950863739;0.99995239
Pxmp2;2.211837603;-0.038075617;0.950936273;0.99995239
Smim4;8.369115254;0.003620584;0.951044388;0.99995239
Pias1;63.18682017;0.031242606;0.9511201;0.99995239
Vars2;33.47646102;0.025388399;0.951160837;0.99995239
Gmppa;37.72079804;0.066968886;0.951237617;0.99995239
Tsc2;158.3556165;0.037041001;0.951242194;0.99995239
Scyl2;111.4287917;0.058559478;0.951360579;0.99995239
Sigmar1;38.55770956;0.027006427;0.951515306;0.99995239
Scaf8;150.5842952;0.036855343;0.951558739;0.99995239
Nrd1;171.0886275;0.056271916;0.951562378;0.99995239
Ndufab1;34.07425496;0.067840145;0.951635764;0.99995239
Ik;125.3573906;0.035907765;0.951637093;0.99995239
Fam3a;12.3145553;0.011736768;0.951685744;0.99995239
Rsad1;12.3145553;0.011736768;0.951685744;0.99995239
5430427N15Rik;2.391175787;0.125084097;0.951704463;0.99995239
Acyp2;2.391175787;0.125084097;0.951704463;0.99995239
Fkbp1b;3.945440048;0.107874807;0.95176055;0.99995239
Gm13563;4.4834546;0.104022481;0.951856944;0.99995239
Proser2;4.064998838;-0.014265486;0.951926054;0.99995239
2310015A10Rik;4.064998838;-0.014265486;0.951926054;0.99995239
Miga2;35.56873983;0.026376498;0.951961941;0.99995239
Lin52;23.13462574;0.072094317;0.952020848;0.99995239
Ankrd1;218.9719227;0.055105691;0.952021542;0.99995239
Aldh18a1;296.8046945;0.053936553;0.952098469;0.99995239
Grpel2;34.13403436;0.067599495;0.952150769;0.99995239
Gm37755;2.152058208;-0.0370214;0.952194057;0.99995239
Tnk2os;2.152058208;-0.0370214;0.952194057;0.99995239
Prpf38a;44.05741387;0.065040969;0.952375244;0.99995239
Coq5;30.36793249;0.024877968;0.952382162;0.99995239
Gm13091;1.912940629;0.132903601;0.952418145;0.99995239
Tmem116;1.912940629;0.132903601;0.952418145;0.99995239
C130023A14Rik;1.912940629;0.132903601;0.952418145;0.99995239
G0s2;1.434705472;0.145842657;0.952487619;0.99995239
Khk;13.03190804;0.080078414;0.952516656;0.99995239
Snrnp70;170.7299512;0.056077765;0.952614863;0.99995239
Ipo5;319.9393203;0.040171048;0.952689261;0.99995239
Cbx8;16.8577893;0.01751856;0.952720395;0.99995239
Chst12;45.9703545;0.064530902;0.952723109;0.99995239
Psmc1;160.0294395;0.037392781;0.952731152;0.99995239
Gm19144;2.929190339;0.116095313;0.952763727;0.99995239
Rcan1;54.27969036;0.030592403;0.952817075;0.99995239
Arf2;39.09572411;0.027684289;0.9528355;0.99995239
Tmco3;82.07710888;0.033664058;0.952889369;0.99995239
Spata33;6.575733414;7.15171E-05;0.953072685;0.99995239
Casp6;13.74926077;0.014598124;0.953079298;0.99995239
Osbpl9;155.7253231;0.037350341;0.953162731;0.99995239
Gm7292;10.16249709;0.083914908;0.953189806;0.99995239
Napb;12.49389349;0.080277248;0.953226186;0.99995239
Cenph;21.3412439;0.0210988;0.953258129;0.99995239
St8sia2;5.081248547;0.0990218;0.95327265;0.99995239
Psmf1;22.83572876;0.02197844;0.953291065;0.99995239
Smad1;33.6557992;0.067229894;0.95333674;0.99995239
Gm45133;9.803820726;0.008841727;0.953362751;0.99995239
Ndufa5;19.0696269;0.019665551;0.953371909;0.99995239
Kif16b;33.17756404;0.026274795;0.953373979;0.99995239
Slc2a8;8.18977707;0.005327243;0.953465308;0.99995239
Dusp23;2.092278813;-0.03590778;0.953477828;0.99995239
Npas1;2.092278813;-0.03590778;0.953477828;0.99995239
Mxi1;80.52284462;0.033727654;0.953560692;0.99995239
Spns1;34.61226951;0.026801468;0.953588675;0.99995239
Arrdc4;4.842130968;-0.007008831;0.953697209;0.99995239
Sh3d19;351.4430613;0.053146864;0.953720267;0.99995239
Zufsp;27.97675671;0.02462907;0.953778975;0.99995239
Sergef;3.048749128;-0.021054652;0.953797111;0.99995239
Cox14;23.31396392;0.071007424;0.95391879;0.99995239
Eloa;79.50659491;0.059967301;0.953944122;0.99995239
Cog4;87.5170338;0.03437205;0.95395031;0.99995239
Tmppe;6.515954019;0.000755962;0.953962929;0.99995239
Rhebl1;6.515954019;0.000755962;0.953962929;0.99995239
Plpbp;66.23556929;0.032502972;0.953972398;0.99995239
Gm8066;3.945440048;-0.012419427;0.954050872;0.99995239
Gm4353;3.945440048;-0.012419427;0.954050872;0.99995239
D330041H03Rik;15.96109838;0.017572413;0.954077432;0.99995239
Tnip2;12.55367288;0.079569437;0.954113037;0.99995239
Tcf20;225.4878767;0.05461162;0.954242146;0.99995239
Pdcd2l;5.679042494;0.095061614;0.954383109;0.99995239
Gm17201;5.679042494;0.095061614;0.954383109;0.99995239
Tceal1;11.29830559;0.012259502;0.95440321;0.99995239
Med30;18.53161235;0.073590585;0.95449472;0.99995239
Comt;74.66446394;0.033497255;0.954500082;0.99995239
Ube3a;119.7381275;0.036321057;0.954505891;0.99995239
Nr6a1;11.41786438;0.080731028;0.954672857;0.99995239
Gm43445;2.032499419;-0.034729589;0.954789065;0.99995239
Cpa2;2.032499419;-0.034729589;0.954789065;0.99995239
Foxf2;34.43293133;0.027320833;0.954900385;0.99995239
Zfp354a;12.61345228;0.078867993;0.954995715;0.99995239
6030442K20Rik;1.016249709;0.157915489;0.9550369;0.99995239
Gm10516;1.016249709;0.157915489;0.9550369;0.99995239
Gm10388;1.016249709;0.157915489;0.9550369;0.99995239
Pgam1-ps2;1.016249709;0.157915489;0.9550369;0.99995239
2810408A11Rik;1.016249709;0.157915489;0.9550369;0.99995239
Hist1h3c;1.016249709;0.157915489;0.9550369;0.99995239
Vps37d;1.972720024;0.12698363;0.955049308;0.99995239
Myh11;1.972720024;0.12698363;0.955049308;0.99995239
Zfp84;24.03131666;0.07006007;0.955059112;0.99995239
Cntrob;41.66623809;0.029182175;0.955092928;0.99995239
Dopey1;45.67145753;0.063697831;0.955106297;0.99995239
Fam35a;12.79279046;0.014873263;0.955122038;0.99995239
Gm49359;3.526984286;0.106896377;0.955126072;0.99995239
Gm8113;3.885660654;-0.011454736;0.955133341;0.99995239
Coq7;16.61867172;0.018828284;0.955137381;0.99995239
Bbs5;4.064998838;0.102773935;0.95516653;0.99995239
Rbm12;18.59139174;0.073132017;0.955206977;0.99995239
Cavin4;6.27683644;0.091847767;0.955265833;0.99995239
Tll1;16.20021596;0.074920871;0.955322427;0.99995239
Ssc5d;74.48512576;0.03375234;0.955417393;0.99995239
Cul3;211.2603808;0.039115856;0.955525465;0.99995239
Qpct;18.83050932;0.020846998;0.955664441;0.99995239
Nr2c2;53.08410247;0.031409484;0.955669627;0.99995239
Csnk2a1;173.7787003;0.038354705;0.955720517;0.99995239
Accs;12.67323167;0.07817283;0.955874262;0.99995239
Rad50;112.385262;0.036327789;0.955951559;0.99995239
Zfp661;6.874630387;0.08918744;0.955973922;0.99995239
Ap3m1;70.36034753;0.060173532;0.955987359;0.99995239
2610001J05Rik;27.79741852;0.067987879;0.956003228;0.99995239
Eid3;1.972720024;-0.033481043;0.956129382;0.99995239
Fbxl22;1.972720024;-0.033481043;0.956129382;0.99995239
Bicdl2;2.929190339;-0.018834267;0.956172772;0.99995239
Slc41a3;5.200807336;0.095216584;0.956202584;0.99995239
Polh;50.81248547;0.031334993;0.956419668;0.99995239
Mns1;23.5530815;0.069582741;0.956427341;0.99995239
Uri1;37.12300409;0.02870507;0.956472123;0.99995239
Men1;89.78865079;0.035228423;0.956538292;0.99995239
5430403G16Rik;7.472424334;0.086948968;0.956545069;0.99995239
Thoc1;38.55770956;0.029086738;0.956567031;0.99995239
Mfsd10;42.86182598;0.030077964;0.956748872;0.99995239
Arhgef28;7.950659491;0.007719152;0.95676706;0.99995239
Fto;98.87511878;0.035837738;0.956770141;0.99995239
4930565N06Rik;3.048749128;0.109005889;0.956795012;0.99995239
Ak6;17.8007125;0.073412742;0.956810176;0.99995239
Dctpp1;13.33080501;0.076746646;0.956816922;0.99995239
Tob1;47.16594239;0.062781112;0.956871061;0.99995239
Zfp346;24.21065484;0.06902706;0.956908712;0.99995239
Faap24;3.58676368;0.104022481;0.956934331;0.99995239
Synj2;71.795053;0.059752014;0.956953864;0.99995239
Efl1;32.69932888;0.027725558;0.956954293;0.99995239
Zfp319;37.18278348;0.064744232;0.956961312;0.99995239
Mon1b;37.18278348;0.064744232;0.956961312;0.99995239
Smyd5;39.93263564;0.029593903;0.957054295;0.99995239
Tbc1d32;30.48749128;0.027128882;0.957145837;0.99995239
Cep44;29.77013855;0.066736112;0.957178351;0.99995239
Nlk;47.106163;0.03101916;0.957188858;0.99995239
Eme1;9.504923753;0.011446717;0.957200006;0.99995239
AI413582;6.934409782;0.087837053;0.957203411;0.99995239
Tet1;3.766101864;-0.009435569;0.957340556;0.99995239
Nxph4;3.766101864;-0.009435569;0.957340556;0.99995239
Mettl25;8.668012227;0.083391148;0.957379805;0.99995239
Cd80;2.869410944;-0.017656075;0.95739002;0.99995239
Zdhhc5;149.6876043;0.038040786;0.957394;0.99995239
Asb8;32.63954949;0.027909788;0.957405291;0.99995239
Adam21;1.912940629;-0.032155645;0.957500546;0.99995239
Ppp2r5a;70.53968571;0.034028654;0.957522717;0.99995239
Gm10644;2.032499419;0.121389613;0.957598692;0.99995239
Gm37472;2.032499419;0.121389613;0.957598692;0.99995239
Nme6;7.890880096;0.008339133;0.95760624;0.99995239
Specc1;125.6562876;0.056454317;0.957675319;0.99995239
Sgtb;31.68307918;0.065894501;0.957702982;0.99995239
C2cd5;28.21587428;0.026649123;0.957775338;0.99995239
Decr1;40.4108708;0.063667415;0.957844994;0.99995239
Chchd6;6.39639523;0.088873845;0.957848234;0.99995239
Cdc42ep3;44.11719327;0.03078428;0.957957245;0.99995239
Ubn2;56.1328516;0.061093427;0.957957637;0.99995239
Dedd2;9.445144358;0.01198691;0.95798041;0.99995239
Ftl1;241.6283133;0.053732299;0.958029304;0.99995239
Auh;10.22227649;0.013392361;0.958035875;0.99995239
Inpp5a;26.78116881;0.067380028;0.958061661;0.99995239
Aup1;55.53505765;0.032582242;0.958081898;0.99995239
Mon2;168.2192166;0.03869081;0.958145463;0.99995239
N4bp2l2;120.9337154;0.03722587;0.95818336;0.99995239
Nudt13;11.05918801;0.078569302;0.958252331;0.99995239
Tbp;61.87167348;0.060320025;0.958269453;0.99995239
Pibf1;17.03712748;0.072412875;0.958297613;0.99995239
Zfp367;89.25063624;0.058051924;0.958359908;0.99995239
Rnf223;2.570513971;0.111895325;0.958460363;0.99995239
Uqcrh;54.75792552;0.032613679;0.958467117;0.99995239
Dffa;12.85256985;0.076124194;0.95848552;0.99995239
H2afz;348.0954152;0.052527953;0.958497247;0.99995239
Hist2h2be;2.80963155;-0.016428772;0.958628003;0.99995239
Clstn3;2.80963155;-0.016428772;0.958628003;0.99995239
Fam20c;14.76551048;0.019477123;0.958682472;0.99995239
Slc23a1;3.646543075;0.101237355;0.958712055;0.99995239
Nat10;42.56292901;0.030799572;0.958742901;0.99995239
Coil;9.385364963;0.012533779;0.958765265;0.99995239
Ccdc40;1.076029104;0.145842657;0.958846994;0.99995239
Hist1h2bh;1.076029104;0.145842657;0.958846994;0.99995239
